Country	City	Company Name	Company Type	Website	Contact Email	Key Contact	Est. Size	Notes
New Zealand	Auckland	National Capital	Wealth Management	https://www.nationalcapital.co.nz	info@nationalcapital.co.nz	-	-	KiwiSaver optimization; Auckland/Christchurch
New Zealand	Auckland	Lighthouse Financial	Wealth Management	https://www.lighthousefinancial.co.nz	info@lighthousefinancial.co.nz	-	-	Holistic planning; Auckland CBD
New Zealand	Auckland	Become Wealth	Wealth Management	https://www.becomewealth.co.nz	info@becomewealth.co.nz	-	-	Wealth creation, mortgages, insurance; Takapuna/nationwide
New Zealand	Auckland	Saturn Advice	Wealth Management	https://www.saturnadvice.co.nz	info@saturnadvice.co.nz	-	-	Fee-only planning; Auckland CBD; hourly options
New Zealand	Auckland	Private Wealth Advisers	Wealth Management	https://www.pwa.nz	info@pwa.nz	-	-	Boutique; tailored solutions for individuals, iwi, trusts
New Zealand	Auckland	Frank Wealth	Wealth Management	https://www.frankwealth.co.nz	info@frankwealth.co.nz	-	-	Independent financial advisory
New Zealand	Auckland	Quartz Wealth	Wealth Management	https://www.quartzwealth.co.nz	info@quartzwealth.co.nz	-	-	Investment advice and wealth planning
New Zealand	Auckland	Radical Investment	Wealth Management	-	info@radicalinvestment.co.nz	-	-	Independent financial advisory
New Zealand	Auckland	Twine Financial Advisers	Wealth Management	https://www.twine.co.nz	info@twine.co.nz	-	-	Mortgages for investors specialty
New Zealand	Auckland	Finsol	Wealth Management	https://www.finsol.co.nz	info@finsol.co.nz	-	-	Insurance specialist; life and income protection
New Zealand	Auckland	David Smart & Co	Wealth Management	-	info@davidsmart.co.nz	-	-	Independent financial advisory
New Zealand	Auckland	enable.me	Wealth Management	https://www.enable.me	info@enable.me	-	-	Financial advisory and coaching
New Zealand	Auckland	Moneyworks NZ	Wealth Management	-	info@moneyworks.co.nz	-	-	Cambridge/7C Hall St; ethical investing, KiwiSaver. Ph: 08 002 25621
New Zealand	Auckland	Consilium NZ	Wealth Management	https://www.consilium.co.nz	info@consilium.co.nz	-	-	Boutique financial advice; HNW focus
New Zealand	Auckland	Clarity Wealth	Wealth Management	https://www.claritywealth.co.nz	info@claritywealth.co.nz	-	-	Independent financial planning
New Zealand	Auckland	Catalist Wealth	Wealth Management	https://www.catalistwealth.co.nz	info@catalistwealth.co.nz	-	-	Modern financial advice platform
New Zealand	Auckland	InvestNow	Fund Platform	https://investnow.co.nz	info@investnow.co.nz	-	-	Free investment platform; access to NZ/intl funds
New Zealand	Auckland	Sharesies	Investment Platform	https://www.sharesies.co.nz	help@sharesies.co.nz	-	500K+ investors	NZ-founded investment platform; easy access to markets
New Zealand	Auckland	Hatch	Investment Platform	https://www.hatchinvest.nz	support@hatchinvest.nz	-	-	US/AU share access for NZ investors
New Zealand	Auckland	AMP Wealth Management NZ	Wealth Management	https://www.amp.co.nz	info@amp.co.nz	-	-	Major NZ wealth manager and KiwiSaver provider
New Zealand	Wellington	New Zealand Green Investment Finance	Investment Firm	https://nzgif.co.nz	info@nzgif.co.nz	-	$267M AUM	Government-backed green investment focus
New Zealand	Auckland	Russell Investments NZ	Fund Manager	https://russellinvestments.com/nz	nz_enquiries@russellinvestments.com	-	-	Global multi-asset solutions; NZ office
New Zealand	Auckland	Nikko AM NZ	Fund Manager	https://www.nikkoam.co.nz	nzenquiries@nikkoam.com	-	-	NZ equities and bonds specialist
New Zealand	Auckland	Alvarium Wealth NZ	Wealth Management	-	info@alvariumwealth.co.nz	-	-	UHNW multi-family office; NZ presence
New Zealand	Auckland	JBWere NZ	Wealth Management	https://www.jbwere.co.nz	info@jbwere.co.nz	-	-	Private wealth advisory; NAB subsidiary
New Zealand	Auckland	BNZ Private Bank	Private Bank	https://www.bnz.co.nz	-	-	-	NZ private banking for HNW
New Zealand	Auckland	ANZ Private	Private Bank	https://www.anz.co.nz	-	-	-	NZ private banking services
New Zealand	Auckland	Westpac Private	Private Bank	https://www.westpac.co.nz	-	-	-	NZ private banking for HNW clients
New Zealand	Auckland	Kiwibank	Bank	https://www.kiwibank.co.nz	-	-	-	NZ-owned bank; wealth services growing
New Zealand	Auckland	Smartshares	Fund Manager	https://smartshares.co.nz	info@smartshares.co.nz	-	$8B+ AUM	NZX subsidiary; passive index funds
New Zealand	Auckland	Implemented Investment Solutions	Fund Manager	https://iisolutions.co.nz	info@iisolutions.co.nz	-	-	Outsourced investment solutions for advisers
New Zealand	Auckland	Harbour Asset Management (NZ)	Fund Manager	https://www.harbourasset.co.nz	info@harbourasset.co.nz	Andrew Bascand, MD	$5B+ AUM	NZ's leading active fund manager; multi-asset
Canada	Toronto	Woodbridge Company	Family Office	https://www.woodbridge.com	info@woodbridge.com	-	$54B AUM	Thomson family; largest Canadian FO. Est. 1978
Canada	Toronto	Wittington Investments	Family Office	-	info@wittington.com	-	$21B AUM	Weston family; Loblaw, George Weston Ltd, Choice Properties
Canada	Toronto	Kilmer Group	Family Office	https://www.kilmergroup.com	info@kilmergroup.com	-	$20B AUM	Tanenbaum family; real estate, sports, entertainment, PE
Canada	Toronto	Northwood Family Office	Multi-Family Office	https://www.northwoodfo.com	info@northwoodfo.com	-	-	Operating since 2003; integrated planning, investment management
Canada	Toronto	Our Family Office Inc.	Multi-Family Office	https://www.ourfamilyoffice.ca	info@ourfamilyoffice.ca	-	$3B AUM	Family continuity, investment mgmt, strategic philanthropy
Canada	Toronto	Richter Family Office	Multi-Family Office	https://www.richter.ca	info@richter.ca	-	-	Offices Toronto+Montreal+Chicago; investment, financial, estate planning
Canada	Toronto	Lighthouse Wealth Management	Wealth Management	-	info@lighthousewealth.ca	-	$5B AUM	Wealth growth and preservation for affluent investors
Canada	Toronto	Evans Investment Counsel	Wealth Management	https://evansinvestmentcounsel.com	info@evansinvestmentcounsel.com	-	-	Boutique; 35+ years; HNW individuals and families
Canada	Toronto	Castlemark Wealth Management	Wealth Management	https://castlemarkwealth.com	info@castlemarkwealth.com	-	-	Independently owned; fee-only boutique
Canada	Toronto	Campbell Lee & Ross (CLRIM)	Wealth Management	https://www.clrim.com	info@clrim.com	-	-	Boutique private wealth; Oakville/GTA
Canada	Toronto	CG Wealth Management	Wealth Management	https://wolfgangklein.com	info@wolfgangklein.com	Wolfgang Klein	-	Boutique; customized client solutions
Canada	Toronto	Cumberland Private Wealth	Wealth Management	https://www.cumberlandprivatewealth.com	info@cumberlandprivatewealth.com	-	-	Independent; research, portfolio mgmt, capital protection
Canada	Toronto	Frontwater Capital	Wealth Management	https://www.frontwatercapital.com	info@frontwatercapital.com	-	-	Independent; institutional-grade strategies for affluent clients
Canada	Toronto	High View Financial	Wealth Management	https://www.highviewfinancial.com	info@highviewfinancial.com	-	-	Boutique portfolio manager; sustainable wealth solutions
Canada	Toronto	Birch Hill Equity Partners	Private Equity	https://www.birchhillequity.com	info@birchhillequity.com	-	CA$5B+ AUM	Mid-market; financial services, healthcare, B2B. 70+ transactions
Canada	Toronto	Clairvest Group	Private Equity	https://www.clairvest.com	info@clairvest.com	-	CA$4B AUM	Founded 1987; long-term partnerships. 65+ investments
Canada	Toronto	Imperial Capital Group	Private Equity	https://imperialcap.com	info@imperialcap.com	-	CA$3.5B AUM	Founded 1989; healthcare, business, consumer services
Canada	Toronto	Dawson Partners	Private Equity	https://www.dawsonpartners.com	info@dawsonpartners.com	-	-	Lower mid-market; entrepreneur-led businesses. NA, Europe, UK
Canada	Toronto	Ironbridge Equity Partners	Private Equity	https://www.ironbridgeep.com	info@ironbridgeep.com	-	$750M+ AUM	Canadian lower middle-market; manufacturing, distribution
Canada	Toronto	Maison Placements	Boutique Investment Bank	https://maisonplacements.com	info@maisonplacements.com	-	-	Founded 1955; Bay Street's oldest. Private placements, M&A
Canada	Toronto	Morrison Park Advisors	Boutique Investment Bank	https://morrisonpark.com	info@morrisonpark.com	-	-	Independent; M&A advisory, capital raising, valuations
Canada	Toronto	Origin Merchant Partners	Boutique Investment Bank	https://www.originmerchant.com	info@originmerchant.com	-	-	Top-ranked independent NA investment bank; M&A advisory
Canada	Toronto	Ventum Financial	Boutique Investment Bank	https://ventumfinancial.com	info@ventumfinancial.com	-	-	Leading independent Canadian investment bank
Canada	Toronto	Cormark Securities	Boutique Investment Bank	https://www.cormark.com	info@cormark.com	-	-	Mid-market institutional equity; research and trading
Canada	Toronto	Eight Capital	Boutique Investment Bank	https://www.eightcapital.com	info@eightcapital.com	-	-	Independent; equity capital markets, M&A advisory
Canada	Toronto	Paradigm Capital	Boutique Investment Bank	https://www.paradigmcap.com	info@paradigmcap.com	-	-	Independent; mining, energy, technology research and advisory
Canada	Toronto	Canaccord Genuity (Canada)	Investment Bank	https://www.canaccordgenuity.com	info@canaccordgenuity.com	-	-	Leading independent; wealth management + investment banking
Canada	Toronto	Agentis Capital	Boutique Investment Bank	-	info@agentiscapital.com	-	-	Independent boutique; capital markets
Canada	Toronto	iA Capital Markets	Investment Bank	https://www.iacapitalmarkets.com	info@iacapitalmarkets.com	-	-	Part of iA Financial Group; equity, debt, M&A
Canada	Calgary	Werklund Family Office	Multi-Family Office	-	info@werklundfo.com	David Werklund	-	Wealth management for HNW families and foundations
Canada	Calgary	BridgeWerk	Family Office/PE	-	info@bridgewerk.com	-	$5B AUM	Direct PE portfolio of Werklund Family Office
Canada	Calgary	West Oak Family Office	Family Office	-	info@westoakfo.ca	-	-	Integrated wealth management services
Canada	Calgary	Three60 Wealth	Multi-Family Office	https://three60wealth.ca	info@three60wealth.ca	-	-	Investment mgmt, financial/tax/estate planning, philanthropy
Canada	Calgary	Northland Wealth	Multi-Family Office	https://www.northlandwealth.com	info@northlandwealth.com	-	$2.5B AUM	Oakville+Calgary; family-owned; comprehensive wealth
Canada	Calgary	Peters & Co.	Boutique Investment Bank	https://www.petersco.com	info@petersco.com	-	-	Calgary energy-focused; investment banking and research
Canada	Toronto	IA Private Wealth	Wealth Management	https://www.iaprivatewealth.ca	info@iaprivatewealth.ca	-	-	500+ advisory teams; investments, tax/estate planning
Canada	National	Richardson Wealth	Wealth Management	https://richardsonwealth.com	info@richardsonwealth.com	-	-	Leading independent wealth manager; boutique personal touch
Canada	National	Harbourfront Wealth Management	Wealth Management	https://www.harbourfrontwealth.com	info@harbourfrontwealth.com	-	500+ employees	55+ independent advisory branches nationwide
Canada	National	Nicola Wealth	Wealth Management	https://nicolawealth.com	info@nicolawealth.com	-	$13B+ AUM	Bespoke wealth and asset management; cross-Canada
Canada	Vancouver	Odlum Brown	Wealth Management	https://www.odlumbrown.com	info@odlumbrown.com	-	-	Independent Canadian investment firm; Vancouver-based
Canada	Vancouver	Leith Wheeler	Fund Manager	https://www.leithwheeler.com	info@leithwheeler.com	-	$22B+ AUM	Independent; equities, fixed income, balanced portfolios
Canada	Vancouver	Krystal Growth Partners	Private Equity	https://www.krystalgp.com	info@krystalgp.com	-	-	Boutique; mid-market businesses $10-100M revenue
Canada	Vancouver	Renewal Funds	Private Equity	https://www.renewalfunds.com	info@renewalfunds.com	-	-	Impact-focused PE and VC; Vancouver-based
Canada	Vancouver	Stern Partners	Private Equity	https://www.sternpartners.com	info@sternpartners.com	-	-	Vancouver-based large PE firm
Canada	Toronto	Onex Corporation	Private Equity	https://www.onex.com	info@onex.com	-	$47B+ AUM	Major Canadian PE; mid-to-large market
Canada	Toronto	Brookfield Asset Management	Asset Manager	https://www.brookfield.com	enquiries@brookfield.com	-	$900B+ AUM	Global alternative asset manager; Toronto HQ
Canada	Toronto	Sagard	Private Equity	https://www.sagard.com	info@sagard.com	-	-	Part of Power Corporation; Montreal HQ; national PE
Canada	Winnipeg	James Richardson & Sons	Family Office	https://www.jrsl.ca	info@jrsl.ca	-	$10B AUM	Est. 1857; grain trade, agri-food, energy, real estate
Canada	Toronto	Mawer Investment Management	Fund Manager	https://www.mawer.com	info@mawer.com	-	$80B+ AUM	Independent; wealth preservation; family office services
Canada	Toronto	Fiera Capital	Fund Manager	https://www.fieracapital.com	info@fieracapital.com	-	$155B+ AUM	Leading independent; institutional and private wealth
Canada	Toronto	CI Financial	Wealth Management	https://www.cifinancial.com	info@cifinancial.com	-	$532B+ AUM	Leading diversified wealth management; 900+ advisors
Canada	Toronto	Wellington-Altus	Wealth Management	https://www.wellington-altus.ca	info@wellington-altus.ca	-	$30B+ AUM	Fastest-growing independent wealth advisory
Canada	Toronto	Blue Harbour Financial	Wealth Management	-	info@blueharbour.ca	-	-	Fiduciary wealth manager
Canada	Toronto	Beacon Family Office	Multi-Family Office	https://beaconfamilyoffice.com	info@beaconfamilyoffice.com	-	-	Toronto-based multi-family office
Canada	Calgary	Fort Capital Partners	Boutique Investment Bank	-	info@fortcapital.ca	-	-	Calgary-based independent; capital markets
Canada	Toronto	ATB Capital Markets	Boutique Investment Bank	https://www.atbcapitalmarkets.com	info@atbcapitalmarkets.com	-	-	Part of ATB Financial; energy, tech, life sciences
Canada	Calgary	Haywood Securities	Boutique Investment Bank	https://www.haywood.com	info@haywood.com	-	-	Independent; mining, energy, technology; Calgary+Vancouver
Canada	Toronto	Casgrain & Company	Boutique Investment Bank	https://www.casgrain.ca	info@casgrain.ca	-	-	Independent; portfolio management since 1951
Canada	Toronto	Laurentian Bank Securities	Investment Bank	https://www.lbs.ca	info@lbs.ca	-	-	Part of Laurentian Bank; mid-market research and trading
Canada	Toronto	Raymond James Canada	Wealth Management	https://www.raymondjames.ca	info@raymondjames.ca	-	-	8,700+ advisors globally; long-term planning focus
Canada	Toronto	Edward Jones Canada	Wealth Management	https://www.edwardjones.ca	info@edwardjones.ca	-	-	#2 in customer satisfaction; personalized advisory
Canada	Vancouver	Mountwater Capital Group	Private Equity	-	info@mountwatercapital.com	-	-	West Vancouver; commercial financing and PE
Canada	Toronto	Greybrook	Private Equity	https://greybrook.com	info@greybrook.com	-	$5B+ deployed	Real estate and healthcare PE; Toronto-based
Canada	Toronto	TorQuest Partners	Private Equity	https://www.torquest.com	info@torquest.com	-	CA$4B+ AUM	Canadian mid-market PE; operationally-focused
Canada	Toronto	Searchlight Capital Partners	Private Equity	https://www.searchlightcap.com	info@searchlightcap.com	-	$10B+ AUM	Multi-strategy PE with Toronto office
Canada	Toronto	Georgian	Private Equity	https://www.georgian.io	info@georgian.io	-	$6B+ AUM	Growth equity; software/AI focus; Toronto HQ
Canada	Toronto	Peloton Capital Management	Fund Manager	-	info@pelotoncm.com	-	-	Toronto boutique fund management
Canada	Toronto	Letko Brosseau	Fund Manager	https://www.lfrpartners.com	info@lfrpartners.com	-	$30B+ AUM	Independent; global value investing; Montreal/Toronto
Canada	Vancouver	Phillips Hager & North (RBC GAM)	Fund Manager	https://www.phn.com	info@phn.com	-	-	Vancouver heritage; now part of RBC GAM
Bermuda	Hamilton	RenaissanceRe Holdings	Reinsurer	https://www.renre.com	info@renre.com	-	$30.5B assets; NYSE: RNR	#1 Bermuda reinsurer; property catastrophe, ILS. 12 Crow Lane
Bermuda	Hamilton	PartnerRe	Reinsurer	https://www.partnerre.com	info@partnerre.com	-	$25.4B assets	Global reinsurer; acquired by Covea 2022. 131 Front Street
Bermuda	Hamilton	Arch Capital Group	Reinsurer	https://www.archgroup.com	info@archgroup.com	-	$28.7B assets	Property/casualty reinsurance. 20 Custom House Street
Bermuda	Hamilton	AXIS Capital Holdings	Reinsurer	https://www.axiscapital.com	info@axiscapital.com	-	$24.2B assets	Specialized risk products; global insurer/reinsurer
Bermuda	Hamilton	Everest Group (Everest Re)	Reinsurer	https://www.everestgroup.com	info@everestgroup.com	-	$23B assets	Property/catastrophe reinsurance. 141 Front Street
Bermuda	Hamilton	Hiscox Ltd.	Reinsurer	https://www.hiscoxgroup.com	enquiries@hiscox.bm	-	$12.3B assets; LSE: HSX	Specialty insurer/reinsurer. Cumberland House, 1 Victoria St
Bermuda	Hamilton	Lancashire Holdings	Reinsurer	https://www.lancashiregroup.com	info@lancashiregroup.com	-	$11.8B assets; LSE: LRE	Specialty (re)insurer; property, energy, marine, aviation
Bermuda	Hamilton	Fidelis Insurance	Reinsurer	https://www.fidelisinsurance.com	info@fidelisinsurance.com	-	$16.1B assets	Specialty reinsurance/ILS. 17 Capital Place
Bermuda	Hamilton	Aspen Insurance Holdings	Reinsurer	https://www.aspen.co	info@aspen.co	-	$18.5B assets	Specialty insurance/reinsurance. 23 Bermudiana Road
Bermuda	Hamilton	Enstar Group	Reinsurer	https://www.enstargroup.com	info@enstargroup.com	-	$14.8B assets	Run-off and legacy insurance specialist
Bermuda	Hamilton	Hamilton Insurance Group	Reinsurer	https://www.hamiltongroup.com	info@hamiltongroup.com	-	$20.8B assets	Property/casualty with data-driven underwriting
Bermuda	Hamilton	Validus Holdings	Reinsurer	https://www.validusholdings.com	info@validusholdings.com	-	$19.6B assets	RenaissanceRe subsidiary; reinsurance, ILS
Bermuda	Hamilton	Allied World Assurance	Reinsurer	-	info@awac.com	-	$17.3B assets	Global specialty insurer/reinsurer
Bermuda	Hamilton	Sompo International	Reinsurer	https://www.sompo-intl.com	info@sompo-intl.com	-	$14B assets	Part of Sompo Holdings; specialty insurance
Bermuda	Hamilton	MS Amlin	Reinsurer	https://www.msamlin.com	info@msamlin.com	-	$12.7B assets	Mitsui Sumitomo subsidiary; Lloyd's specialty
Bermuda	Hamilton	Watford Holdings	Reinsurer	-	info@watfordre.com	-	$13.2B assets	Specialty reinsurer
Bermuda	Hamilton	Third Point Reinsurance	Reinsurer	-	info@thirdpointre.bm	-	$11.4B assets	Dan Loeb's reinsurance vehicle
Bermuda	Hamilton	Qatar Re	Reinsurer	https://www.qatarre.com	info@qatarre.com	-	$10.5B assets	Qatar-backed global reinsurer; Bermuda ops
Bermuda	Hamilton	Ironshore	Reinsurer	-	info@ironshore.com	-	$11B assets	Specialty insurer; Liberty Mutual subsidiary
Bermuda	Hamilton	Nephila Capital	Hedge Fund/ILS	https://www.nephila.com	info@nephila.com	-	$7.7B AUM	Pioneer ILS manager. Est. 1997; Markel subsidiary
Bermuda	Hamilton	RenaissanceRe Capital Partners	Hedge Fund/ILS	https://www.renre.com	info@renre.com	-	$8.24B AUM	Third-party capital vehicle of RenRe
Bermuda	Hamilton	Pillar Capital Management	Hedge Fund/ILS	-	info@pillarcapital.bm	-	$4.3B AUM; 27 employees	Independent ILS manager. Est. 2008
Bermuda	Hamilton	Aeolus Capital Management	Hedge Fund/ILS	-	info@aeoluscap.com	-	$5.5B AUM	ILS specialist. Hamilton-based
Bermuda	Hamilton	Hudson Structured Capital Mgmt	Hedge Fund/ILS	https://www.hscm.com	info@hscm.com	-	$3.38B AUM	Cat reinsurance/ILS; Stamford/Bermuda
Bermuda	Hamilton	Hiscox Capital Partners	Hedge Fund/ILS	-	info@hiscoxcapitalpartners.bm	-	$1.5B AUM	Part of Hiscox Group; ILS investment
Bermuda	Hamilton	Neuberger Berman ILS	Hedge Fund/ILS	https://www.nb.com	info@nb.com	-	$3.3B AUM	NY/Bermuda/London; cat bonds and ILS
Bermuda	Hamilton	Mt. Logan Capital Management	Hedge Fund/ILS	-	info@mtlogancm.com	-	$2.5B AUM	Bermuda-based; cat reinsurance
Bermuda	Hamilton	AXA XL ILS Capital Management	Hedge Fund/ILS	-	info@axaxl.com	-	$1.1B AUM	AXA subsidiary; ILS strategies
Bermuda	Hamilton	AXIS ILS	Hedge Fund/ILS	-	info@axisils.com	-	$1B AUM	AXIS Capital ILS vehicle
Bermuda	Hamilton	Arch Underwriters	Hedge Fund/ILS	-	info@archunderwriters.com	-	$1.7B AUM	Arch Capital ILS vehicle
Bermuda	Hamilton	Resolute Global Partners	Hedge Fund/ILS	-	info@resolutegp.com	-	$270M AUM	Hamilton-based. Est. 2011
Bermuda	Hamilton	Chard Re Investment Management	Hedge Fund/ILS	-	info@chardre.com	-	$420M AUM	Bermuda-based. Est. 2019
Bermuda	Hamilton	Perren Capital Management	Hedge Fund/ILS	-	info@perrencapital.com	-	$300M+ AUM	Bermuda-based. Est. Nov 2024
Bermuda	Hamilton	Bermuda Investment Advisory (BIAS)	Wealth Management	https://www.bfrpartners.com	info@bfrpartners.com	-	-	Tailored investment advice; Bermuda and Cayman
Bermuda	Hamilton	Clarien Bank	Hedge Fund Services	https://www.clarienbank.com	info@clarienbank.com	-	-	Bermuda bank with hedge fund and wealth services
Bermuda	Hamilton	Altree Financial	Investment Services	https://www.altree.bm	info@altree.bm	-	-	Capital markets, fund services, wealth. Licensed under Investment Funds Act
Bermuda	Hamilton	Butterfield Trust (Bermuda)	Trust Company	https://www.butterfieldgroup.com	contactus@butterfieldgroup.com	-	-	Chambers-ranked #1 trust company; est. 1858
Bermuda	Hamilton	Conyers Trust Company	Trust Company	https://www.conyers.com	bermuda@conyers.com	-	-	Chambers-ranked; full fiduciary services
Bermuda	Hamilton	Hamilton Trust Company	Trust Company	-	info@hamiltontrust.bm	-	-	Chambers-ranked Bermuda trust company
Bermuda	Hamilton	Lombard Odier Trust (Bermuda)	Trust Company	https://www.lombardodier.com	bermuda@lombardodier.com	-	-	Swiss bank trust services in Bermuda
Bermuda	Hamilton	Meritus Trust Company	Trust Company	https://www.meritustrust.com	info@meritustrust.com	-	-	Chambers-ranked; fiduciary and corporate services
Bermuda	Hamilton	Ocorian (Bermuda)	Trust Company	https://www.ocorian.com	bermuda@ocorian.com	-	-	Global fiduciary; Bermuda trust and admin
Bermuda	Hamilton	R&H Trust Co (Bermuda)	Trust Company	-	info@rhtrust.bm	-	-	Chambers-ranked Bermuda trust company
Bermuda	Hamilton	Zobec Trust Company	Trust Company	-	info@zobec.bm	-	-	Chambers-ranked Bermuda trust company
Bermuda	Hamilton	Estera (Bermuda)	Trust/Corporate Services	https://www.estera.com	bermuda@estera.com	-	-	Offshore fiduciary; 10 jurisdictions
Bermuda	Hamilton	Maples Group (Bermuda)	Trust/Corporate Services	https://maples.com	bermuda@maples.com	-	-	Fiduciary, trustee, entity formation, fund services
Bermuda	Hamilton	Carey Olsen Services Bermuda	Corporate Services	https://www.careyolsen.com	cosbda@careyolsen.com	-	-	Rosebank Centre, 5th Floor, 11 Bermudiana Rd. Ph: +1 441 542 4500
Bermuda	Hamilton	Acumen Group	Corporate Services	https://acumengroup.com	richard.hartley@acumengroup.com	Richard Hartley	-	Licensed corporate secretarial services. Ph: +1 441 400 6001
Bermuda	Hamilton	Quorum Limited	Corporate Services	-	info@quorum.bm	-	-	Corporate admin and incorporation services
Bermuda	Hamilton	Wakefield Quin	Corporate Services	https://www.wq.bm	info@wq.bm	-	-	MQ Services Ltd; corporate/admin, non-exec directors
Bermuda	Hamilton	Appleby (Bermuda)	Law/Corporate Services	https://www.applebyglobal.com	bermuda@applebyglobal.com	-	-	Offshore law firm; trust, corporate, fund services
Bermuda	Hamilton	Walkers (Bermuda)	Law/Corporate Services	https://www.walkersglobal.com	bermuda@walkersglobal.com	-	-	Global law firm; fund, trust, corporate in Bermuda
Bermuda	Hamilton	Fortitude Reinsurance	Reinsurer	https://www.fortitude-re.com	info@fortitude-re.com	-	-	BILTIR member; life/health reinsurance
Bermuda	Hamilton	Hannover Re Bermuda	Reinsurer	https://www.hannover-re.com	info@hannover-re.com	-	-	BILTIR member; life reinsurance
Bermuda	Hamilton	RGA Global Reinsurance	Reinsurer	https://www.rgare.com	info@rgare.com	-	-	BILTIR member; life/health reinsurance
Bermuda	Hamilton	MetLife Reinsurance Bermuda	Reinsurer	https://www.metlife.com	info@metlife.com	-	-	BILTIR member; life reinsurance
Bermuda	Hamilton	Pacific Life Re	Reinsurer	https://www.pacificlifere.com	info@pacificlifere.com	-	-	Mortality, morbidity, longevity reinsurance
Bermuda	Hamilton	Convex Re	Reinsurer	https://www.convexgroup.com	info@convexgroup.com	-	-	Specialty reinsurer; certified alien reinsurer
Bermuda	Hamilton	DaVinci Reinsurance	Reinsurer	-	info@davincire.com	-	-	RenaissanceRe subsidiary; certified alien reinsurer
Bermuda	Hamilton	Wilton Reinsurance Bermuda	Reinsurer	-	info@wiltonre.com	-	-	Certified Bermuda reinsurer
Bermuda	Hamilton	Somerset Reinsurance	Reinsurer	-	info@somersetreinsurance.com	-	-	Bermuda-based specialty reinsurer
Bermuda	Hamilton	Greenlight Capital Re	Reinsurer	https://www.greenlightre.com	info@greenlightre.com	-	-	David Einhorn's reinsurance vehicle; specialty P&C
Bermuda	Hamilton	SiriusPoint	Reinsurer	https://www.siriuspt.com	info@siriuspt.com	-	$8B+ assets	Global specialty insurer/reinsurer; Bermuda HQ
Bermuda	Hamilton	Athene Holding (Bermuda)	Reinsurer	https://www.athene.com	info@athene.com	-	$250B+ assets	Apollo subsidiary; life/annuity reinsurance
Bermuda	Hamilton	Corebridge Insurance Bermuda	Reinsurer	-	info@corebridgefinancial.com	-	-	BILTIR member; life reinsurance
Bermuda	Hamilton	CNO Bermuda Re	Reinsurer	-	info@cnoinc.com	-	-	BILTIR member; life reinsurance
Bermuda	Hamilton	St. John's Trust	Trust Company	-	info@sjt.bm	-	-	Bermuda trust and fiduciary services
Bermuda	Hamilton	Codan Trust Company	Trust Company	-	info@codantrust.com	-	-	Bermuda-licensed trust company
Bermuda	Hamilton	Trident Trust (Bermuda)	Trust Company	https://www.tridenttrust.com	bermuda@tridenttrust.com	-	-	Global trust and corporate services; Bermuda office
Bermuda	Hamilton	Conyers (Law Firm)	Law/Advisory	https://www.conyers.com	bermuda@conyers.com	-	-	Major Bermuda law firm; corporate, trust, fund services
Singapore	Singapore	Sassoon Investment Corporation	Family Office	-	info@sassooninvestment.com	-	-	Est. 1832; invests in food, retail, tech. Historic family
Singapore	Singapore	Tsao Family Office	Family Office	-	info@tsaofo.com	-	-	Prominent Singapore SFO
Singapore	Singapore	Rumah Group	Family Office	-	info@rumahgroup.com	-	-	Singapore-based SFO
Singapore	Singapore	Golden Alpha	Family Office	-	info@goldenalpha.sg	-	-	Listed among largest SG family offices
Singapore	Singapore	AJ Capital Singapore	Family Office	-	info@ajcapital.sg	-	-	Prominent Singapore SFO
Singapore	Singapore	Nair Pte Ltd	Family Office	-	info@nairpte.com	-	-	Singapore-based family office
Singapore	Singapore	Paragon Capital Management	Fund Manager	-	info@paragoncm.com	-	-	MAS licensed; est. 2017; tech-focused family clients
Singapore	Singapore	One Rock Investments	Multi-Family Office	-	info@onerockinv.com	-	-	Boutique MFO; MAS licensed
Australia	Melbourne	Independent Wealth Partners	Wealth Management	-	info@independentwealthpartners.com.au	Shane Nicholas	-	Independent advisory firm; Melbourne
Australia	Melbourne	Think Independent	Wealth Management	-	info@thinkindependent.com.au	Jason Smith	-	Boutique independent practice; Melbourne
Australia	Melbourne	Curve Wealth	Wealth Management	-	info@curvewealth.com.au	Berivan Dubier	-	Moorabbin; multiple advisers
Australia	Melbourne	Partners Wealth Group	Wealth Management	https://www.pwg.com.au	info@pwg.com.au	Mathew Cassidy	$5.6B AUM; 146 staff	Barron's #1 Top 150 2025; Melbourne HQ
Australia	Melbourne	Apt Wealth Partners	Wealth Management	https://www.aptwealth.com.au	info@aptwealth.com.au	Andrew Dunbar	$3.4B AUM; 79 staff	Barron's #2; Melbourne-based
Australia	Brisbane	Tupicoffs	Wealth Management	https://www.tupicoffs.com.au	info@tupicoffs.com.au	-	-	Established independent firm; multiple advisers
Australia	Brisbane	HSP Private Wealth	Wealth Management	-	info@hspprivatewealth.com.au	James Kenny	-	Private wealth advisory; Brisbane
Australia	Brisbane	Melloy Independent Wealth	Wealth Management	-	info@melloywealth.com.au	Jon Melloy	-	Independent specialist; Ashgrove Brisbane
Australia	Brisbane	VISIS Private Wealth	Wealth Management	https://www.visis.com.au	info@visis.com.au	-	-	Self-licensed; independent; no institutional alliances
Australia	Brisbane	Aspire Retire	Wealth Management	https://aspireretire.com.au	info@aspireretire.com.au	Olivia Maragna	-	Privately owned; self-licensed; flat-fee model
